,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,RedMatchSigStr,BlueMatchSigStr,RedMatchTD,BlueMatchTD,RedMatchSubAtt,BlueMatchSubAtt,MatchFightTime,FightTag,Result
3349,Gabriel Benitez,Sodiq Yusuff,235.0,-275.0,235.0,36.3636,2019-08-17,"Anaheim, California, USA", USA,Blue,False,Featherweight,MALE,3,0,2,0,6.1,0.49,0.3,0.0,0.0,2,0,4,0,0,0,1,1,0,0,2,Orthodox,175.26,180.34,145,0,2,0,4.32,0.41,1.5,0.21,1.0,2,2,16,0,0,0,2,1,2,0,5,Southpaw,172.72,180.34,145,31,26,0,0,0,-3,2,-12,0,0,-2,2.54,0.0,5,1.78,-1.2,-0.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:14,254.0,540.0,211.0,664.0,2550.0,750.0,138.0,,,,,,,,Aug_17_19_gabriel_benitez_sodiq_yusuff,4
3350,Derek Brunson,Ian Heinisch,140.0,-160.0,140.0,62.5,2019-08-17,"Anaheim, California, USA", USA,Red,False,Middleweight,MALE,3,0,2,0,3.38,0.5,0.5,1.18,0.19,2,0,6,0,0,0,2,0,0,0,2,Orthodox,180.34,182.88,185,0,1,0,3.39,0.45,0.5,2.8,0.29,5,6,33,0,0,0,5,6,2,0,13,Southpaw,185.42,195.58,185,35,31,0,1,-3,-11,6,-27,0,-6,-2,-5.08,-12.7,4,-0.01,0.0,-1.62,0.0,10.0,8.0,,,,,,,8.0,,,,,,,,,,,,,10.0,,,,,,,Red,U-DEC,,3.0,5:00,900.0,290.0,320.0,1600.0,1175.0,350.0,178.0,,,,,,,,Aug_17_19_derek_brunson_ian_heinisch,3
3351,Devonte Smith,Khama Worthy,-1000.0,650.0,10.0,650.0,2019-08-17,"Anaheim, California, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,4.94,0.41,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,155,0,2,0,6.88,0.56,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,Orthodox,175.26,193.04,155,26,32,0,-2,-2,-2,0,-2,0,-2,0,5.08,-5.08,-6,-1.94,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:15,255.0,585.0,1150.0,1425.0,1800.0,-365.0,1100.0,,,,,,,,Aug_17_19_devonte_smith_khama_worthy,4
3352,Raphael Assuncao,Cory Sandhagen,220.0,-260.0,220.0,38.4615,2019-08-17,"Anaheim, California, USA", USA,Blue,False,Bantamweight,MALE,3,0,4,0,7.14,0.48,0.6,1.24,0.5,4,0,8,0,0,1,0,2,1,0,4,Switch,180.34,177.8,135,1,0,0,3.32,0.41,0.3,1.54,0.38,7,5,51,0,0,4,7,2,1,0,14,Orthodox,165.1,167.64,135,37,27,1,4,-3,-10,5,-43,0,0,0,15.24,10.16,10,3.82,0.3,-0.3,0.0,9.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,9.0,,,Red,U-DEC,,3.0,5:00,900.0,320.0,-135.0,975.0,900.0,1400.0,508.0,,,,,,,,Aug_17_19_raphael_assuncao_cory_sandhagen,6
3353,Christos Giagos,Drakkar Klose,165.0,-190.0,165.0,52.6316,2019-08-17,"Anaheim, California, USA", USA,Blue,False,Lightweight,MALE,3,0,2,0,3.98,0.52,0.0,1.67,0.3,2,1,15,0,0,1,3,0,0,0,4,Orthodox,175.26,177.8,155,0,2,0,3.05,0.4,0.4,2.74,0.42,2,3,13,0,0,0,2,0,1,0,3,Orthodox,177.8,180.34,155,29,31,0,0,0,1,2,2,0,0,-1,-2.54,-2.54,-2,0.93,-0.4,-1.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,257.0,100.0,1015.0,1050.0,775.0,594.0,,,,,,,,Aug_17_19_christos_giagos_drakkar_klose,6
3354,Manny Bermudez,Casey Kenney,-170.0,150.0,58.8235,150.0,2019-08-17,"Anaheim, California, USA", USA,Blue,False,Catch Weight,MALE,3,0,1,0,3.48,0.41,0.8,1.75,0.5,1,0,3,0,0,0,1,0,0,0,1,Southpaw,170.18,172.72,135,0,3,0,2.92,0.61,3.1,3.06,0.54,3,0,4,0,0,0,0,0,3,0,3,Orthodox,177.8,180.34,145,25,28,0,-2,-2,-2,0,-1,0,0,-3,-7.62,-7.62,-3,0.56,-2.3,-1.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,579.0,235.0,115.0,1240.0,1275.0,625.0,,,,,,,,Aug_17_19_manny_bermudez_casey_kenney,6
3355,Hannah Cifers,Jodie Esquibel,-290.0,245.0,34.4828,245.0,2019-08-17,"Anaheim, California, USA", USA,Red,False,Women's Strawweight,FEMALE,3,3,0,0,4.1,0.31,0.0,0.75,0.21,0,3,9,0,0,0,0,0,0,0,0,Orthodox,154.94,162.56,115,0,1,0,4.82,0.45,0.3,0.32,1.0,1,1,5,0,0,1,0,0,0,0,1,Orthodox,154.94,157.48,115,27,33,-3,-1,-1,-1,-2,4,0,0,0,0.0,5.08,-6,-0.72,-0.3,0.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-160.0,280.0,1300.0,2090.0,529.0,2500.0,,,,,,,,Aug_17_19_hannah_cifers_jodie_esquibel,3
3356,Kyung Ho Kang,Brandon Davis,-190.0,165.0,52.6316,165.0,2019-08-17,"Anaheim, California, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,4.65,0.35,0.1,0.71,0.45,1,3,13,0,0,0,1,0,1,0,2,Orthodox,177.8,182.88,135,0,1,0,2.52,0.44,1.1,2.53,0.59,3,2,17,0,0,1,0,0,3,0,4,Orthodox,175.26,185.42,135,31,29,0,0,-2,-2,-1,-4,0,0,-2,2.54,-2.54,2,2.13,-1.0,-1.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,165.0,279.0,240.0,1050.0,942.0,900.0,,,,,,,,Aug_17_19_kyung_ho_kang_brandon_davis,3
3357,Sabina Mazo,Shana Dobson,-145.0,125.0,68.9655,125.0,2019-08-17,"Anaheim, California, USA", USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,3.56,0.33,0.0,0.4,0.25,1,1,5,0,0,0,0,1,0,0,1,Orthodox,167.64,175.26,125,1,0,0,6.44,0.45,0.0,1.33,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,125,22,30,0,0,1,1,0,2,0,1,0,-2.54,-2.54,-8,-2.88,0.0,-0.93,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,125.0,165.0,1200.0,1500.0,700.0,725.0,,,,,,,,Aug_17_19_sabina_mazo_shana_dobson,3
3358,Valentina Shevchenko,Liz Carmouche,-1100.0,700.0,9.0909,700.0,2019-08-10,"Montevideo, Uruguay", Uruguay,Red,True,Women's Flyweight,FEMALE,5,0,2,0,2.78,0.54,0.3,2.57,0.51,2,6,36,0,0,1,4,2,0,0,7,Orthodox,167.64,167.64,125,0,3,0,3.02,0.49,0.4,1.94,0.51,3,2,27,3,0,1,2,1,1,1,6,Southpaw,165.1,167.64,125,31,35,0,-1,-1,1,-4,9,-3,0,-1,2.54,0.0,-4,-0.24,-0.1,0.63,0.0,3.0,0.0,0.0,,,,,,,,,,,,13.0,3.0,,,,,,,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,112.0,1217.0,300.0,1745.0,277.0,1900.0,,,,,,,,Aug_10_19_valentina_shevchenko_liz_carmouche,3
3359,Vincente Luque,Mike Perry,-250.0,210.0,40.0,210.0,2019-08-10,"Montevideo, Uruguay", Uruguay,Red,False,Welterweight,MALE,3,0,1,0,4.27,0.47,0.0,0.61,0.41,2,4,23,0,0,1,1,4,0,0,6,Orthodox,177.8,180.34,170,0,5,0,5.18,0.53,1.0,0.82,0.5,5,2,13,0,0,0,0,6,3,0,9,Orthodox,180.34,190.5,170,27,27,0,-4,-3,-3,-2,10,0,-2,-3,-2.54,-10.16,0,-0.91,-1.0,-0.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,250.0,700.0,300.0,2400.0,302.0,315.0,,,,,,,,Aug_10_19_vincente_luque_mike_perry,3
3360,Luiz Garagorri,Humberto Bandenay,-145.0,125.0,68.9655,125.0,2019-08-10,"Montevideo, Uruguay", Uruguay,Red,False,Featherweight,MALE,3,2,0,0,2.22,0.41,0.5,2.9,0.46,1,2,5,0,0,0,0,1,0,0,1,Southpaw,180.34,180.34,145,0,0,0,3.75,0.54,0.0,0.79,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,30,24,-2,0,1,1,-2,5,0,1,0,5.08,2.54,6,-1.53,0.5,2.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,540.0,350.0,220.0,615.0,475.0,385.0,,,,,,,,Aug_10_19_luiz_garagorri_humberto_bandenay,3
3361,Volkan Oezdemir,Ilir Latifi,-190.0,165.0,52.6316,165.0,2019-08-10,"Montevideo, Uruguay", Uruguay,Red,False,Light Heavyweight,MALE,3,1,0,0,2.29,0.4,0.5,1.85,0.3,3,4,20,0,0,0,2,3,2,0,7,Orthodox,177.8,185.42,205,3,0,0,4.88,0.45,0.0,0.39,0.22,3,3,13,1,0,1,0,2,0,0,3,Orthodox,187.96,190.5,205,29,36,2,0,0,4,-1,7,-1,1,2,-10.16,-5.08,-7,-2.59,0.5,1.46,0.0,9.0,7.0,,,,,,7.0,,,,,,,,,,,,,9.0,,,,,,,,Red,KO/TKO,Punch,2.0,4:31,571.0,320.0,385.0,2000.0,545.0,145.0,560.0,,,,,,,,Aug_10_19_volkan_oezdemir_ilir_latifi,1
3362,Rodolfo Vieira,Oskar Piechota,-225.0,185.0,44.4444,185.0,2019-08-10,"Montevideo, Uruguay", Uruguay,Red,False,Middleweight,MALE,3,1,0,0,3.19,0.55,1.9,0.76,0.5,2,1,6,0,0,0,1,1,0,0,2,Southpaw,182.88,193.04,185,0,0,0,1.91,0.46,1.6,4.77,0.42,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,185,29,29,-1,0,2,2,-1,6,0,1,0,0.0,7.62,0,1.28,0.3,-4.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,2.0,4:26,566.0,1100.0,465.0,-125.0,2475.0,750.0,355.0,,,,,,,,Aug_10_19_rodolfo_vieira_oskar_piechota,2
3363,Enrique Barzola,Bobby Moffett,-165.0,145.0,60.6061,145.0,2019-08-10,"Montevideo, Uruguay", Uruguay,Red,False,Featherweight,MALE,3,1,0,0,3.41,0.39,1.4,2.74,0.66,1,1,5,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,145,1,0,0,3.93,0.39,0.2,4.56,0.45,4,2,21,0,0,0,5,0,0,0,5,Orthodox,170.18,177.8,145,30,29,0,0,-3,-4,1,-16,0,0,1,7.62,7.62,1,-0.52,1.2,-1.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,100.0,265.0,1600.0,460.0,800.0,1030.0,,,,,,,,Aug_10_19_enrique_barzola_bobby_moffett,3
3364,Gilbert Burns,Aleksei Kunchenko,120.0,-140.0,120.0,71.4286,2019-08-10,"Montevideo, Uruguay", Uruguay,Red,False,Welterweight,MALE,3,0,2,0,3.62,0.42,0.0,0.33,0.33,2,0,6,0,0,0,2,0,0,0,2,Orthodox,172.72,177.8,170,0,2,0,3.09,0.43,0.7,2.43,0.38,3,3,24,0,0,0,2,2,4,0,8,Orthodox,177.8,180.34,155,33,35,0,0,-1,-6,3,-18,0,-2,-4,-5.08,-2.54,-2,0.53,-0.7,-2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,350.0,195.0,345.0,2000.0,725.0,275.0,,,,,,,,Aug_10_19_gilbert_burns_aleksei_kunchenko,3
3365,Ciryl Gane,Raphael Pessoa Nunes,-470.0,375.0,21.2766,375.0,2019-08-10,"Montevideo, Uruguay", Uruguay,Red,False,Heavyweight,MALE,3,0,0,0,2.4,0.25,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,262,0,0,0,5.12,0.49,0.9,1.32,0.6,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,205.74,245,29,30,0,0,0,0,0,0,0,0,0,-2.54,-7.62,-1,-2.72,-0.9,-1.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,670.0,,2200.0,,-260.0,,,,,,,,,Aug_10_19_ciryl_gane_raphael_pessoa_nunes,3
3366,Tecia Torres,Marina Rodriguez,-160.0,140.0,62.5,140.0,2019-08-10,"Montevideo, Uruguay", Uruguay,Blue,False,Women's Strawweight,FEMALE,3,0,1,1,5.6,0.5,0.2,0.48,0.33,1,0,6,0,0,0,1,0,0,0,1,Orthodox,167.64,165.1,115,3,0,0,4.04,0.47,0.1,0.67,0.14,3,4,29,0,0,0,5,0,1,0,6,Orthodox,154.94,152.4,115,29,32,3,1,-2,-5,4,-23,0,0,-1,12.7,12.7,-3,1.56,0.1,-0.19,0.0,,8.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,-110.0,235.0,690.0,1200.0,1350.0,860.0,,,,,,,,Aug_10_19_tecia_torres_marina_rodriguez,6
3367,Rogerio Bontorin,Raulian Paiva,100.0,-120.0,100.0,83.3333,2019-08-10,"Montevideo, Uruguay", Uruguay,Red,False,Flyweight,MALE,3,1,0,0,4.59,0.43,0.5,0.46,0.2,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,0,1,0,3.23,0.52,1.6,2.72,0.41,1,0,3,0,0,1,0,0,0,0,1,Orthodox,165.1,170.18,125,27,23,-1,-1,-1,-1,-1,0,0,0,0,7.62,5.08,4,1.36,-1.1,-2.26,0.0,13.0,7.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,13.0,,Red,KO/TKO,,1.0,2:56,176.0,190.0,160.0,525.0,675.0,710.0,750.0,,,,,,,,Aug_10_19_rogerio_bontorin_raulian_paiva,1
3368,Geraldo de Freitas,Chris Gutierrez,-175.0,155.0,57.1429,155.0,2019-08-10,"Montevideo, Uruguay", Uruguay,Blue,False,Bantamweight,MALE,3,0,1,0,3.65,0.55,0.0,0.38,0.33,1,1,5,0,0,0,1,0,0,0,1,Orthodox,175.26,170.18,135,0,1,0,2.97,0.47,0.0,4.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,182.88,135,27,28,0,0,0,0,-1,2,0,0,0,5.08,-12.7,-1,0.68,0.0,-3.62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,210.0,215.0,325.0,1175.0,900.0,650.0,,,,,,,,Aug_10_19_geraldo_de_freitas_chris_gutierrez,6
3369,Kazula Vargas,Alex Da Silva,240.0,-280.0,240.0,35.7143,2019-08-10,"Montevideo, Uruguay", Uruguay,Blue,False,Lightweight,MALE,3,1,0,0,1.08,0.43,0.0,2.59,0.57,0,1,2,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,155,0,0,0,1.33,0.47,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,155,33,23,-1,0,0,0,-1,2,0,0,0,0.0,5.08,10,-0.25,0.0,2.59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,600.0,190.0,1125.0,335.0,681.0,270.0,,,,,,,,Aug_10_19_kazula_vargas_alex_da_silva,6
3370,Veronica Macedo,Polyana Viana,-130.0,110.0,76.9231,110.0,2019-08-10,"Montevideo, Uruguay", Uruguay,Red,False,Women's Flyweight,FEMALE,3,2,0,0,3.89,0.41,1.3,1.29,0.37,1,2,7,0,0,0,0,0,1,0,1,Orthodox,165.1,170.18,115,3,0,0,1.9,0.45,0.8,0.8,1.0,0,3,8,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,125,23,27,1,0,1,1,1,-1,0,0,1,2.54,7.62,-4,1.99,0.5,0.49,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1.0,1:09,69.0,140.0,317.0,715.0,435.0,626.0,1055.0,,,,,,,,Aug_10_19_veronica_macedo_polyana_viana,2
3371,Colby Covington,Robbie Lawler,-300.0,250.0,33.3333,250.0,2019-08-03,"Newark, New Jersey, USA", USA,Red,False,Welterweight,MALE,5,2,0,0,3.57,0.45,0.0,0.71,0.66,5,12,83,5,0,3,4,12,0,0,19,Southpaw,180.34,187.96,170,0,6,0,4.17,0.37,0.2,4.91,0.51,6,1,28,1,0,0,5,2,2,0,9,Orthodox,180.34,182.88,170,31,37,-2,-6,-1,10,-11,55,4,10,-2,0.0,5.08,-6,-0.6,-0.2,-4.2,0.0,10.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,10.0,,,,,,Red,U-DEC,,5.0,5:00,1500.0,115.0,700.0,434.0,2150.0,475.0,295.0,,,,,,,,Aug_03_19_colby_covington_robbie_lawler,3
3372,Jim Miller,Clay Guida,-140.0,130.0,71.4286,130.0,2019-08-03,"Newark, New Jersey, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,2.45,0.33,0.7,3.39,0.38,4,13,83,0,0,3,8,2,1,0,17,Orthodox,170.18,177.8,155,0,1,0,2.78,0.4,2.0,1.77,0.42,7,12,73,0,0,2,6,3,9,0,19,Southpaw,172.72,180.34,155,35,37,0,0,-3,-2,-1,10,0,-1,-8,-2.54,-2.54,-2,-0.33,-1.3,1.62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,0:58,58.0,240.0,165.0,205.0,1700.0,750.0,1590.0,,,,,,,,Aug_03_19_jim_miller_clay_guida,2
3373,Joaquim Silva,Nasrat Haqparast,315.0,-380.0,315.0,26.3158,2019-08-03,"Newark, New Jersey, USA", USA,Blue,False,Lightweight,MALE,3,0,2,0,5.25,0.47,0.0,0.29,0.25,2,1,9,0,0,0,2,0,0,0,2,Southpaw,177.8,182.88,155,0,1,0,3.92,0.37,0.7,0.24,0.5,3,1,13,0,0,2,0,2,0,0,4,Southpaw,172.72,175.26,155,30,23,0,1,-1,-2,0,-4,0,-2,0,5.08,7.62,7,1.33,-0.7,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,0:36,336.0,410.0,125.0,1445.0,1150.0,1050.0,220.0,,,,,,,,Aug_03_19_joaquim_silva_nasrat_haqparast,4
3374,Trevin Giles,Gerald Meerschaert,-170.0,150.0,58.8235,150.0,2019-08-03,"Newark, New Jersey, USA", USA,Blue,False,Middleweight,MALE,3,2,0,0,2.73,0.42,1.8,2.56,0.41,2,3,12,0,0,0,0,1,3,0,4,Southpaw,185.42,195.58,185,1,0,0,3.61,0.56,0.2,1.47,1.0,2,1,8,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,185,27,31,-1,0,0,2,-2,4,0,-1,3,2.54,7.62,-4,-0.88,1.6,1.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3.0,1:49,709.0,250.0,525.0,875.0,315.0,215.0,985.0,,,,,,,,Aug_03_19_trevin_giles_gerald_meerschaert,5
3375,Scott Holtzman,Dong Hyun Ma,-390.0,320.0,25.641,320.0,2019-08-03,"Newark, New Jersey, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,2.84,0.41,0.0,1.27,0.53,3,3,14,0,0,1,1,1,0,0,3,Orthodox,180.34,177.8,155,1,0,0,4.36,0.5,0.2,2.37,0.58,3,3,24,0,0,0,3,1,1,0,5,Orthodox,175.26,175.26,155,35,30,0,0,0,-2,0,-10,0,0,-1,5.08,2.54,5,-1.52,-0.2,-1.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,5:00,600.0,142.0,588.0,725.0,1450.0,180.0,1180.0,,,,,,,,Aug_03_19_scott_holtzman_dong_hyun_ma,1
3376,Darko Stosic,Kennedy Nzechukwu,-120.0,100.0,83.3333,100.0,2019-08-03,"Newark, New Jersey, USA", USA,Blue,False,Light Heavyweight,MALE,3,1,0,0,4.57,0.39,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,195.58,210.82,205,1,0,0,2.61,0.45,0.0,3.42,0.5,1,1,4,0,0,0,0,1,0,0,0,Orthodox,182.88,193.04,205,27,27,0,0,-1,0,0,-1,0,-1,0,12.7,17.78,0,1.96,0.0,-3.42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,415.0,325.0,1100.0,1500.0,213.0,255.0,,,,,,,,Aug_03_19_darko_stosic_kennedy_nzechukwu,6
3377,Mickey Gall,Salim Touahri,100.0,-120.0,100.0,83.3333,2019-08-03,"Newark, New Jersey, USA", USA,Red,False,Welterweight,MALE,3,2,0,0,2.6,0.46,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,1,0,0,2.22,0.43,2.7,1.5,0.38,3,2,10,0,0,0,0,0,4,0,4,Switch,187.96,187.96,170,27,29,-1,0,-3,-4,0,-4,0,0,-4,-10.16,-5.08,-2,0.38,-2.7,-1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,660.0,223.0,179.0,1750.0,975.0,316.0,,,,,,,,Aug_03_19_mickey_gall_salim_touahri,3
3378,Antonina Shevchenko,Lucie Pudilova,-160.0,140.0,62.5,140.0,2019-08-03,"Newark, New Jersey, USA", USA,Red,False,Women's Flyweight,FEMALE,3,2,0,0,4.15,0.36,0.6,0.16,0.12,2,3,15,0,0,0,2,0,0,0,2,Orthodox,172.72,170.18,125,1,0,0,4.9,0.57,1.0,0.67,1.0,1,1,6,0,0,0,1,0,0,0,1,Southpaw,172.72,170.18,125,34,25,-1,0,1,1,-2,9,0,0,0,0.0,0.0,9,-0.75,-0.4,-0.51,0.0,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,2.0,1:20,380.0,115.0,163.0,1200.0,1680.0,612.0,1450.0,,,,,,,,Aug_03_19_antonina_shevchenko_lucie_pudilova,2
3379,Jordan Espinosa,Matt Schnell,-155.0,145.0,64.5161,145.0,2019-08-03,"Newark, New Jersey, USA", USA,Blue,False,Flyweight,MALE,3,0,3,0,3.73,0.35,1.6,0.64,0.33,3,2,9,0,0,1,1,0,1,0,3,Orthodox,172.72,177.8,125,0,1,0,4.25,0.55,0.4,0.85,0.2,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,29,29,0,2,2,2,-2,6,0,0,1,5.08,2.54,0,-0.52,1.2,-0.21,0.0,14.0,8.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,14.0,,Red,SUB,Triangle Choke,1.0,1:23,83.0,162.0,326.0,677.0,475.0,500.0,663.0,,,,,,,,Aug_03_19_jordan_espinosa_matt_schnell,5
3380,Lauren Murphy,Mara Romero Borella,180.0,-220.0,180.0,45.4545,2019-08-03,"Newark, New Jersey, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,1,0,2.98,0.35,0.3,1.68,0.41,1,1,7,0,0,1,0,0,1,0,2,Orthodox,167.64,175.26,125,1,0,0,3.76,0.38,0.0,1.03,0.32,1,4,18,0,0,1,0,1,0,0,2,Orthodox,165.1,170.18,125,36,33,1,1,0,0,3,-11,0,-1,1,2.54,5.08,3,-0.78,0.3,0.65,0.0,10.0,9.0,9.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,Red,KO/TKO,Knee,3.0,1:46,706.0,230.0,-128.0,1720.0,815.0,1150.0,779.0,,,,,,,,Aug_03_19_lauren_murphy_mara_romero_borella,1
3381,Claudio Silva,Cole Williams,-550.0,425.0,18.1818,425.0,2019-08-03,"Newark, New Jersey, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,0.77,0.33,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,0,4,0,2.8,0.51,2.1,3.32,0.33,4,0,11,0,0,1,1,0,2,0,4,Southpaw,180.34,180.34,170,36,35,0,-4,-4,-4,0,-11,0,0,-2,2.54,5.08,1,-2.03,-2.1,-3.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Neck Crank,1.0,2:35,155.0,410.0,585.0,1445.0,2000.0,1050.0,1400.0,,,,,,,,Aug_03_19_claudio_silva_cole_williams,2
3382,Miranda Granger,Hannah Goldy,-105.0,-115.0,95.2381,86.9565,2019-08-03,"Newark, New Jersey, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,0,0,6.53,0.46,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,154.94,125,0,0,0,3.47,0.43,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,27,27,0,0,0,0,0,0,0,0,0,-7.62,-17.78,0,3.06,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,300.0,127.0,350.0,1278.0,835.0,945.0,,,,,,,,Aug_03_19_miranda_granger_hannah_goldy,3
